年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類,地址,緯度,經度
111,J5901854,台灣普利司通股份有限公司新竹工廠,43031502,"11,129.0539","19,609.3852","30,738.439",新竹縣,橡膠製品製造業,303台灣新竹縣湖口鄉文化路1-1號,24.8620915,121.0090752
111,J5902468,台豐印刷電路工業股份有限公司新竹第一工廠,11833698,"1,192.9269","35,977.0059","37,169.933",新竹縣,印刷電路板製造業,303台灣新竹縣湖口鄉光復路81號,24.8596137,121.0174787
111,J5905343,旭德科技股份有限公司,16638110,"2,669.5278","28,422.504","31,092.032",新竹縣,印刷電路板製造業,303台灣新竹縣湖口鄉光復北路65號,24.872936,121.025286
111,J5905432,艾克爾先進科技股份有限公司,16847968,"1,717.5795","11,358.666","13,076.246",新竹縣,半導體製造業,303台灣新竹縣湖口鄉光復北路39號,24.8742817,121.0307593
111,J5909547,力成科技股份有限公司湖口廠,16082267,177.7522,"47,265.8046","47,443.557",新竹縣,其他電子零組件製造業,303台灣新竹縣湖口鄉大同路10號,24.8693044,120.9983556
111,J5909814,艾克爾國際科技股份有限公司新竹廠,16631664,237.9419,"35,322.606","35,560.548",新竹縣,半導體製造業,303台灣新竹縣湖口鄉光復路11號,24.8724075,121.0382395
111,J5909823,帆宣系統科技股份有限公司,23145632,81.0369,744.5774,825.614,新竹縣,其他專用機械設備製造業,305台灣新竹縣新埔鎮文山路犂頭山段186號,24.8303917,121.0405646
111,J59A0579,力成科技股份有限公司大同廠,16082267,473.8542,"83,331.1908","83,805.045",新竹縣,半導體製造業,303台灣新竹縣湖口鄉大同路10號,24.8693044,120.9983556
111,J59A1389,矽格股份有限公司湖口廠,23218022,259.5759,"41,956.992","42,216.568",新竹縣,半導體製造業,303台灣新竹縣湖口鄉四維路1號,24.8643532,121.0237723
111,J59A1577,辛耘企業股份有限公司,30901647,725.3213,"9,706.752","10,432.073",新竹縣,其他專用機械設備製造業,303台灣新竹縣湖口鄉中華路16號,24.869372,121.008232
111,J59A4937,元晶太陽能科技股份有限公司新竹廠,28997300,"6,076.0641","33,722.1641","39,798.228",新竹縣,光電材料及元件製造業,303台灣新竹縣湖口鄉光復北路85號,24.8686209,121.0200547
111,J59A5024,晶兆成科技股份有限公司一廠,28438025,"1,026.5735","46,106.28","47,132.854",新竹縣,半導體製造業,303台灣新竹縣湖口鄉文化路26號,24.8683301,121.0140518
111,J59A7436,力成科技股份有限公司3C廠,16082267,"2,636.5821","80,544.8606","83,181.443",新竹縣,半導體製造業,303台灣新竹縣湖口鄉大同路10號,24.8693044,120.9983556
111,J59B0259,南茂科技股份有限公司湖口一廠,16130042,"1,395.8692","29,355.48","30,751.349",新竹縣,半導體製造業,302台灣新竹縣竹北市新泰路37號,24.8403331,121.0089229
111,J59B0675,頎邦科技股份有限公司光復廠,16130009,"6,634.603","35,684.748","42,319.351",新竹縣,其他電子零組件製造業,303台灣新竹縣湖口鄉光復路12號,24.8714333,121.0291387
111,J59B1009,力成科技股份有限公司文化一廠,16082267,559.2579,"57,474.8312","58,034.089",新竹縣,半導體製造業,303台灣新竹縣湖口鄉文化路4號,24.8623811,121.0096045
111,J59B1316,力成科技股份有限公司新興廠,16082267,798.462,"38,486.844","39,285.306",新竹縣,半導體製造業,303台灣新竹縣湖口鄉新興路458-28號,24.875332,121.0055403
111,J59B2542,晶兆成科技股份有限公司二廠,28438025,270.5107,"29,374.884","29,645.395",新竹縣,半導體製造業,303台灣新竹縣湖口鄉文化路20號,24.8658256,121.0120333
111,J59B2582,群浤科技股份有限公司仁義廠,24877199,"1,124.7209","33,336.468","34,461.189",新竹縣,印刷電路板製造業,303台灣新竹縣湖口鄉仁義路10-1號,24.8689263,121.0098697
111,J6100762,南港輪胎股份有限公司新豐廠,11520909,"12,683.0756","26,862.475","39,545.551",新竹縣,橡膠製品製造業,304台灣新竹縣新豐鄉新興路399號,24.8779679,121.0050126
111,J61A1452,欣興電子股份有限公司新豐一廠,23535435,"7,901.4105","130,375.9586","138,277.369",新竹縣,印刷電路板製造業,304台灣新竹縣新豐鄉中崙村290號,24.8852589,121.0103596
111,J61A3270,景碩科技股份有限公司新豐一廠,70785139,"6,059.6709","67,203.0011","73,262.672",新竹縣,印刷電路板製造業,304台灣新竹縣新豐鄉建興路二段526號,24.8928386,120.9877991
111,J61A3280,景碩科技股份有限公司新豐二廠,70785139,262.4157,"29,332.295","29,594.711",新竹縣,印刷電路板製造業,304台灣新竹縣新豐鄉建興路二段526號,24.8928386,120.9877991
111,J6203071,台星科股份有限公司,70552666,"3,146.8042","29,763.657","32,910.461",新竹縣,其他電子零組件製造業,307台灣新竹縣芎林鄉鹿寮坑176之5號,24.7439205,121.1362063
111,J6300146,漢磊科技股份有限公司創新廠,54389725,"5,291.5242","6,283.728","11,575.252",新竹縣,半導體製造業,30076台灣新竹市東區科學園區新竹縣寶山鄉創新一路18號1樓,24.777619,120.996058
111,J6300155,台灣高技股份有限公司,22099343,411.26,"4,431.0242","4,842.284",新竹縣,其他電子零組件製造業,330台灣桃園市桃園區興邦路43巷3號,24.9801394,121.3279995
111,J6300299,漢磊科技股份有限公司研發廠,54389725,"22,103.3082","23,570.712","45,674.02",新竹縣,半導體製造業,30076台灣新竹市東區科學園區新竹縣寶山鄉創新一路18號1樓,24.777619,120.996058
111,J6300324,台灣積體電路製造股份有限公司三廠3E廠,22099131,"10,736.5108","63,428.7607","74,165.272",新竹縣,半導體製造業,308台灣新竹縣寶山鄉研新一路9號,24.7752198,120.9902335
111,J6300539,聯亞科技股份有限公司一廠,22099456,13.3084,"46,021.536","46,034.844",新竹縣,化學原材料製造業,300台灣新竹縣寶山鄉研新一路12號,24.7744205,120.9927425
111,J6300557,台灣積體電路製造股份有限公司二廠,22099131,"46,740.8791","75,145.5703","121,886.449",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區三路121號,24.7729556,120.9988381
111,J6300860,南茂科技股份有限公司竹科一廠,16130042,562.447,"48,707.208","49,269.655",新竹縣,半導體製造業,302台灣新竹縣竹北市新泰路37號,24.8403331,121.0089229
111,J6300959,世界先進積體電路股份有限公司晶圓一廠,84149358,"90,433.6507","113,081.1705","203,514.821",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區三路123號,24.7755954,120.9962272
111,J6301090,環球晶圓股份有限公司中德分公司,28113286,"1,537.3326","134,222.5752","135,759.908",新竹縣,半導體製造業,308台灣新竹縣寶山鄉研新一路2號,24.7773932,120.9872306
111,J6301107,台灣積體電路製造股份有限公司三廠,22099131,"92,533.8618","165,970.728","258,504.59",新竹縣,半導體製造業,308台灣新竹縣寶山鄉研新一路9號,24.7752198,120.9902335
111,J6301447,台灣積體電路製造股份有限公司五廠,22099131,"55,797.7345","95,964.4457","151,762.18",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區三路121號,24.7742653,120.9981518
111,J6304706,亞太優勢微系統股份有限公司,70815339,"6,618.043","12,220.1828","18,838.226",新竹縣,半導體製造業,308台灣新竹縣寶山鄉研發六路2號,24.779703,120.993768
111,J63A0048,聯華電子股份有限公司Fab8S廠,47217677,"27,353.3117","70,684.614","98,037.926",新竹縣,半導體製造業,300台灣新竹縣寶山鄉研新一路16號,24.7749701,120.9938198
111,J63A0107,台灣積體電路製造股份有限公司十二廠研新廠,22099131,"36,913.3008","136,878.7313","173,792.032",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路188號,24.7682233,121.0145867
111,J63A1056,台灣積體電路製造股份有限公司十二廠四期/五期,22099131,"45,235.6203","306,703.584","351,939.204",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路168號,24.7702397,121.0123147
111,J63A1422,矽品精密工業股份有限公司新竹分公司三廠,55991080,406.9954,"46,246.3734","46,653.369",新竹縣,半導體製造業,300台灣新竹縣寶山鄉研發二路1-1號,24.7766884,121.0011401
111,J63A1591,台灣積體電路製造股份有限公司十二廠六期,22099131,"21,412.3817","241,292.304","262,704.686",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路166號,24.7713146,121.0111965
111,J63A1670,台灣積體電路製造股份有限公司十二廠七期,22099131,"47,368.7698","372,851.424","420,220.194",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路188號,24.7682233,121.0145867
111,J63A1719,聯穎光電股份有限公司竹科廠,53170263,"18,859.9201","37,678.608","56,538.528",新竹縣,半導體製造業,308台灣新竹縣寶山鄉創新一路10號,24.7764668,120.9976736
111,J63A3567,台灣積體電路製造股份有限公司十二廠八期,22099131,"8,635.7993","156,916.2558","165,552.055",新竹縣,半導體製造業,300台灣新竹市東區力行三路185號,24.7683935,121.009961
111,K6801089,長春石油化學股份有限公司 苗栗廠,11384806,"1,010,333.9982","74,065.2949","1,084,399.293",苗栗縣,未分類其他化學製品製造業,360台灣苗栗縣苗栗市宜春路245號,24.5932743,120.8104072
111,K6801123,長春石油化學股份有限公司苗栗二廠,11384806,"94,166.415","843,194.5144","937,360.929",苗栗縣,化學原材料製造業,360台灣苗栗縣苗栗市宜春路245號,24.5932743,120.8104072
111,K7000504,臺鹽實業股份有限公司通霄精鹽廠,89397503,"24,318.3457","1,003.563","25,321.909",苗栗縣,其他食品製造業,357台灣苗栗縣通霄鎮122號,24.55595,120.7035792
111,K7000513,建順煉鋼股份有限公司,55695790,"33,259.9965","101,876.544","135,136.541",苗栗縣,鋼鐵製造業,357台灣苗栗縣通霄鎮五北里68之4號,24.4722161,120.6696128
111,K7000764,台灣電力股份有限公司通霄發電廠,3795904,"10,271,640.0914",624.888,"10,272,264.979",苗栗縣,電力供應業,357台灣苗栗縣通霄鎮海濱路1-31號,24.489653,120.673746
111,K7103046,超豐電子股份有限公司公義廠,5126366,780.3313,"75,509.775","76,290.106",苗栗縣,半導體製造業,350台灣苗栗縣竹南鎮公義路136號,24.6967282,120.8818126
111,K7104025,群創光電股份有限公司T1廠,12800225,"2,681.3597","112,691.0253","115,372.385",苗栗縣,光電材料及元件製造業,350台灣苗栗縣竹南鎮科中路12號,24.7095333,120.9162947
111,K7195124,京元電子股份有限公司竹南分公司中華廠,22507241,"4,444.2458","200,218.8708","204,663.117",苗栗縣,半導體製造業,350台灣苗栗縣竹南鎮中華路118號,24.709054,120.925535
111,K71A1370,群創光電股份有限公司T2廠,12800225,"5,683.5514","218,901.0538","224,584.605",苗栗縣,光電材料及元件製造業,350台灣苗栗縣竹南鎮科學路160號,24.7144072,120.9146606
111,K71A1805,達輝光電股份有限公司,28230046,"16,011.1837","22,973.148","38,984.332",苗栗縣,光電材料及元件製造業,35053台灣苗栗縣竹南鎮科北二路3號,24.7086357,120.9162116
111,K71A2695,群創光電股份有限公司T3廠,12800225,"4,531.6451","82,998.9072","87,530.552",苗栗縣,光電材料及元件製造業,350台灣苗栗縣竹南鎮科中路12號,24.7095333,120.9162947
111,K71A7992,環球晶圓股份有限公司竹南廠,28113286,60.3919,"22,145.904","22,206.296",苗栗縣,其他電子零組件製造業,350台灣苗栗縣竹南鎮科中路21號,24.7094655,120.9137428
111,K71A8772,力晶積成電子製造股份有限公司8B,28112667,"3,797.2389","40,104.4565","43,901.695",苗栗縣,半導體製造業,350台灣苗栗縣竹南鎮科北二路6號,24.7093134,120.9202222
111,K71A9522,聯合再生能源股份有限公司竹南廠,27763753,945.7094,"23,999.184","24,944.893",苗栗縣,光電材料及元件製造業,350台灣苗栗縣竹南鎮科研路66號,24.7075012,120.9127544
111,K71B0795,台灣積體電路製造股份有限公司先進封測六廠,22099131,"3,699.9277","81,863.4609","85,563.389",苗栗縣,半導體製造業,350台灣苗栗縣竹南鎮科專一路1號,24.706099,120.9065393
111,K7200933,華夏海灣塑膠股份有限公司頭份總廠,11686106,"32,854.8132","83,295.6498","116,150.463",苗栗縣,化學原材料製造業,351台灣苗栗縣頭份市民族路571號,24.6851829,120.8895549
111,K7201001,中國石油化學工業開發股份有限公司頭份廠,3084741,"230,139.6993","32,018.976","262,158.675",苗栗縣,化學原材料製造業,351台灣苗栗縣頭份市自強路二段217號,24.6822518,120.8923886
111,K72A2838,紡安股份有限公司頭份工廠,25131486,"13,562.0788","35,489.2428","49,051.322",苗栗縣,紡紗業,351台灣苗栗縣頭份市自強路二段215號,24.6825176,120.8953813
111,K72A4864,超豐電子股份有限公司頭份廠,5126366,276.1627,"29,012.1539","29,288.317",苗栗縣,半導體製造業,351台灣苗栗縣頭份市中民路9號,24.6782414,120.8964934
111,K7300447,年興紡織股份有限公司,22266307,"15,151.0665","18,880.8107","34,031.877",苗栗縣,紡織品製造業,356台灣苗栗縣後龍鎮下浮尾119之3號,24.6262171,120.7990371
111,K77A0481,達邁科技股份有限公司銅鑼廠,70776899,"14,317.4381","21,382.416","35,699.854",苗栗縣,其他電子零組件製造業,366台灣苗栗縣銅鑼鄉銅科二路6號,24.4670853,120.7632684
111,K77A0619,京元電子股份有限公司銅鑼分公司廠,22507241,497.073,"73,677.2365","74,174.31",苗栗縣,半導體製造業,366台灣苗栗縣銅鑼鄉銅科北 路8號,24.4672191,120.7670081
111,k8000366,立安東化工股份有限公司三義廠,20939460,"57,006.9101","13,102.4535","70,109.364",苗栗縣,化學原材料製造業,367台灣苗栗縣三義鄉99號,24.3507679,120.7410567
111,K8100129,東和鋼鐵企業股份有限公司苗栗廠,75280209,"91,525.4078","222,342.12","313,867.528",苗栗縣,鋼鐵製造業,36842台灣苗栗縣西湖鄉22號,24.5692351,120.7394317
111,K8201149,冠軍建材股份有限公司第二廠,49701774,"62,354.1978","26,396.568","88,750.766",苗栗縣,耐火、黏土建材及其他陶瓷製品製造業,361台灣苗栗縣造橋鄉乳姑山2號,24.6250076,120.8527989
111,L0200473,台灣電力股份有限公司台中發電廠,3795904,"26,545,336.5673","3,305.3472","26,548,641.915",臺中市,電力供應業,434台灣臺中市龍井區龍昌路1號,24.2145358,120.4921722
111,L0200633,中龍鋼鐵股份有限公司,84613756,"8,810,467.8602","160,232.1439","8,970,700.004",臺中市,鋼鐵製造業,434台灣臺中市龍井區龍昌路100號,24.2293309,120.501457
111,L02A0301,中聯資源股份有限公司台中廠,86119908,"32,369.675","24,993.7835","57,363.459",臺中市,其他非金屬礦物製品製造業,434台灣臺中市龍井區南堤路2號,24.2269716,120.4794207
111,L02A1943,餘慶堂興業股份有限公司研磨廠,28730458,"15,466.7492","23,736.24","39,202.989",臺中市,水泥及其製品製造業,434台灣臺中市龍井區南堤路8號,24.2325352,120.4817897
111,L8801052,廣源造紙股份有限公司台中廠,50301500,"90,257.0265","40,652.2547","130,909.281",臺中市,紙漿、紙及紙板製造業,437台灣臺中市大甲區工一路1號,24.4116758,120.6442857
111,L8801141,巨大機械工業股份有限公司日南廠,56054251,"8,162.3511","19,612.8821","27,775.233",臺中市,自行車及其零件製造業,437台灣臺中市大甲區順帆路19號,24.4085942,120.6379253
111,L8900676,永豐餘消費品實業股份有限公司清水廠,22327037,"34,630.113","27,636.0163","62,266.129",臺中市,其他紙製品製造業,436台灣臺中市清水區舊庄路258號,24.2974958,120.6327659
111,L8901039,中聯油脂股份有限公司台中港廠,89480404,"31,178.7101","15,984.6604","47,163.371",臺中市,動植物油脂製造業,436台灣臺中市清水區北堤路1-8號,24.2919085,120.5243227
111,L9000666,味丹企業股份有限公司沙鹿第一工廠,56121907,"41,947.3131","13,674.9051","55,622.218",臺中市,其他食品製造業,433台灣臺中市沙鹿區興安路65號,24.228647,120.549604
111,L9100198,台灣玻璃工業股份有限公司台中廠,11914002,"82,973.8299","23,693.5428","106,667.373",臺中市,玻璃及其製品製造業,435台灣臺中市梧棲區自強路377號,24.2372238,120.5217875
111,L9100563,台灣玻璃工業股份有限公司台中廠平板三場,11914002,"41,392.9055","22,836.33","64,229.236",臺中市,玻璃及其製品製造業,435台灣臺中市梧棲區自強路377號,24.2372238,120.5217875
111,L9101748,中美和石油化學股份有限公司台中廠,14040691,"175,222.696","27,902.7807","203,125.477",臺中市,化學原材料製造業,435台灣臺中市梧棲區草湳里南堤路2段89號,24.2613362,120.4966377
111,L91A0867,台灣中油股份有限公司天然氣事業部台中液化天然氣廠,3707901,"2,266.1655","65,689.272","67,955.438",臺中市,石油及煤製品製造業,435台灣臺中市梧棲區南堤路二段88號,24.2543366,120.4910302
111,L91A1845,亞東工業氣體股份有限公司台中分公司GOK廠,22522453,"1,038.9448","71,645.904","72,684.849",臺中市,化學原材料製造業,435台灣臺中市梧棲區經一路2號,24.2323085,120.5091462
111,L91A2566,藍海氣體工業股份有限公司台中廠,28438186,118.7173,"43,057.872","43,176.589",臺中市,化學原材料製造業,435台灣臺中市梧棲區南堤路2段88-1號,24.2567652,120.4989377
111,L91A3247,台灣肥料股份有限公司台中廠,3795101,"451,006.4493","43,909.2898","494,915.739",臺中市,肥料及氮化合物製造業,435台灣臺中市梧棲區南堤路二段100號,24.2664956,120.5003558
111,L9200693,正隆股份有限公司后里分公司,33085508,"782,475.5226","39,681.0292","822,156.552",臺中市,紙漿、紙及紙板製造業,421台灣臺中市后里區三豐路三段2號,24.2845555,120.723059
111,L9200728,豐興鋼鐵股份有限公司,55389357,"226,105.485","510,068.0829","736,173.568",臺中市,鋼鐵製造業,421台灣臺中市后里區甲后路一段998號,24.3108348,120.710959
111,L9202099,台灣美光記憶體股份有限公司台中一廠,28518076,"124,831.1672","550,505.3692","675,336.536",臺中市,半導體製造業,421台灣臺中市后里區三豐路四段369號,24.3185835,120.7247905
111,L9202231,三福氣體股份有限公司中科分公司中科二廠,11072509,182.0811,"34,756.97","34,939.051",臺中市,化學原材料製造業,407台灣臺中市西屯區工業區三路9號,24.1630678,120.6090816
111,L92A0931,友達光電股份有限公司后里廠,84149738,"6,551.764","295,448.3171","302,000.081",臺中市,光電材料及元件製造業,421台灣臺中市后里區馬場路1號,24.2954401,120.7268487
111,L92A0991,三福氣體股份有限公司中科分公司中科三廠,11072509,.5275,"33,530.9211","33,531.449",臺中市,化學原材料製造業,407台灣臺中市西屯區工業區三路9號,24.1630678,120.6090816
111,L9401476,矽品精密工業股份有限公司大豐廠,55991080,"15,398.6706","81,190.1708","96,588.841",臺中市,半導體製造業,427台灣臺中市潭子區大豐路三段123號,24.223522,120.6921587
111,L9402188,矽品精密工業股份有限公司中山廠,55991080,"1,566.3331","109,939.797","111,506.13",臺中市,半導體製造業,427台灣臺中市潭子區中山路三段153號,24.2238816,120.7068606
111,L9506056,華邦電子股份有限公司中科廠,22099218,"37,151.4424","267,455.232","304,606.674",臺中市,半導體製造業,428台灣臺中市大雅區科雅一路8號,24.211258,120.6187403
111,L9506663,聯亞科技股份有限公司中科工廠,22099456,3.3431,"50,973.12","50,976.463",臺中市,未分類其他製造業,407台灣臺中市西屯區科園南路6號,24.1986494,120.6130251
111,L95A2041,台灣積體電路製造股份有限公司15廠,22099131,"221,266.4562","846,613.2952","1,067,879.751",臺中市,半導體製造業,428台灣臺中市大雅區科雅六路1號,24.2117205,120.6166094
111,M3302600,台灣銅箔股份有限公司,61932639,"10,746.0165","93,880.71","104,626.727",南投縣,銅製造業,540台灣南投縣南投市成功三路150號,23.9278236,120.6638377
111,M3302762,台灣卜蜂企業股份有限公司南投肉品加工廠,36514783,"26,638.4697","20,555.172","47,193.642",南投縣,肉類加工及保藏業,540台灣南投縣南投市工業東路17號,23.9304521,120.660858
111,N0702450,台灣化學纖維股份有限公司彰化廠,58650902,941.9458,"25,569.1379","26,511.084",彰化縣,紡紗業,500台灣彰化縣彰化市中山路三段359號,24.0878215,120.5616994
111,N0803765,台灣玻璃工業股份有限公司鹿港廠,11914002,"28,007.4583","69,883.3031","97,890.761",彰化縣,玻璃及其製品製造業,505台灣彰化縣鹿港鎮鹿工路52號,24.0772777,120.388258
111,N08A1098,台灣玻璃工業股份有限公司鹿港平板廠,11914002,"124,616.5174","16,549.241","141,165.758",彰化縣,玻璃及其製品製造業,505台灣彰化縣鹿港鎮鹿工路52號,24.0772777,120.388258
111,N0911075,矽品精密工業股份有限公司彰化廠,55991080,"1,446.9819","114,011.2541","115,458.236",彰化縣,半導體製造業,500台灣彰化縣和美鎮彰新路二段8號,24.0935623,120.5376504
111,N1400562,榮成紙業股份有限公司,34202841,"259,350.2583","325,331.0892","584,681.348",彰化縣,紙漿、紙及紙板製造業,526台灣彰化縣二林鎮廣興巷1-1號,23.8653186,120.3620492
111,N14A1507,榮成紙業股份有限公司蒸汽廠,34202841,"294,490.5478",,"294,490.548",彰化縣,紙漿、紙及紙板製造業,526台灣彰化縣二林鎮廣興巷1-1號,23.8653186,120.3620492
111,N1504207,星能電力股份有限公司,70783765,"1,013,876.0632","3,257.1","1,017,133.163",彰化縣,電力供應業,507台灣彰化縣線西鄉線工南二路2號,24.126898,120.4307108
111,N1505633,星元電力股份有限公司,27945086,"1,018,129.1594","1,599.84","1,019,728.999",彰化縣,電力供應業,507台灣彰化縣線西鄉慶安南二路2號,24.1281484,120.4209471
111,N15A2520,長春石油化學股份有限公司彰濱廠,11384806,"38,006.5005","11,557.1504","49,563.651",彰化縣,化學原材料製造業,507台灣彰化縣線西鄉彰濱西三路5號,24.1449049,120.4303425
111,N1601229,慶欣欣鋼鐵股份有限公司,80354671,"146,328.4215","227,126.592","373,455.014",彰化縣,其他金屬製品製造業,509台灣彰化縣伸港鄉工西二路2號,24.1686451,120.5061652
111,N1601854,獻麒紡織工業股份有限公司,22474430,"21,068.8704","4,946.733","26,015.603",彰化縣,染整業,509台灣彰化縣伸港鄉工八路9號,24.1714588,120.5069935
111,N1607141,台灣鋼聯股份有限公司,89528054,"76,284.2617","9,954.2651","86,238.527",彰化縣,化學原材料製造業,50953台灣彰化縣伸港鄉線工北一路36號,24.1545395,120.4511077
111,N16A0638,晉瑜企業股份有限公司彰濱廠,89939090,"7,779.8959","32,736.924","40,516.82",彰化縣,水泥及其製品製造業,50953台灣彰化縣伸港鄉線工北一路18號,24.1522675,120.4493529
111,N16A1755,長春人造樹脂廠股份有限公司彰濱廠,11384708,"64,331.1814","28,292.616","92,623.797",彰化縣,化學原材料製造業,509台灣彰化縣伸港鄉線工北三路31號,24.1450675,120.4304438
111,N2100552,正新橡膠工業股份有限公司,59504506,"27,517.0832","32,599.908","60,116.991",彰化縣,橡膠製品製造業,515台灣彰化縣大村鄉美港路215號,23.9828825,120.5749074
111,N2901755,力麗企業股份有限公司彰化一廠,7663290,335.1302,"36,727.2061","37,062.336",彰化縣,紡紗業,528台灣彰化縣芳苑鄉工區七路16號,23.9175517,120.3518733
111,N2902234,力麗企業股份有限公司彰化化纖總廠,7663290,"89,574.4783","66,397.7023","155,972.181",彰化縣,人造纖維製造業,528台灣彰化縣芳苑鄉工業路38號,23.923622,120.3551431
111,N2904318,力鵬企業股份有限公司彰化尼龍總廠,33955322,"48,558.3166","86,968.377","135,526.694",彰化縣,人造纖維製造業,528台灣彰化縣芳苑鄉工業路33號,23.9210974,120.3538421
111,N2907186,力麗企業股份有限公司彰化五廠,7663290,122.0584,"24,331.0647","24,453.123",彰化縣,紡紗業,528台灣彰化縣芳苑鄉工區七路16號,23.9175517,120.3518733
111,N2907551,東隆興業股份有限公司彰化芳苑廠,18770509,700.4206,"37,360.7794","38,061.2",彰化縣,紡紗業,528台灣彰化縣芳苑鄉工區三路11號,23.9121388,120.3487728
111,N3000533,碁富食品股份有限公司彰化廠,22360437,"6,716.4388","18,371.628","25,088.067",彰化縣,肉類加工及保藏業,527台灣彰化縣大城鄉南平路1-1號,23.8495619,120.3278696
111,N3200337,正新橡膠工業股份有限公司溪州廠,59504506,"9,432.8122","26,621.892","36,054.704",彰化縣,橡膠製品製造業,524台灣彰化縣溪州鄉中山路二段602號,23.8498371,120.485693
111,O1700798,元隆電子股份有限公司,22099174,"55,257.8402","20,079.1406","75,336.981",新竹市,半導體製造業,300台灣新竹市東區研發二路14號,24.778291,121.0023453
111,O1701115,漢磊科技股份有限公司研新廠,54389725,"15,042.5021","8,160.4464","23,202.949",新竹市,半導體製造業,30076台灣新竹市東區科學園區新竹縣寶山鄉創新一路18號1樓,24.777619,120.996058
111,O1702523,正隆股份有限公司新竹廠,33085508,"16,630.8772","11,545.7488","28,176.626",新竹市,紙漿、紙及紙板製造業,300台灣新竹市香山區牛埔路308號,24.7999775,120.94606
111,O1703315,華夏玻璃股份有限公司,47109348,"90,669.502","28,039.3848","118,708.887",新竹市,玻璃及其製品製造業,300台灣新竹市香山區埔前路49號,24.7957197,120.9383569
111,O1703351,台灣玻璃工業股份有限公司新竹廠,11914002,"113,533.7972","41,909.4312","155,443.228",新竹市,玻璃及其製品製造業,300台灣新竹市香山區中華路四段470號,24.7911338,120.9373214
111,O1704812,台灣茂矽電子股份有限公司,22099110,"148,898.841","48,420.0273","197,318.868",新竹市,半導體製造業,300台灣新竹市東區研新一路1號,24.7765338,120.9883338
111,O1706049,元太科技工業股份有限公司,22099890,314.1577,"17,259.5852","17,573.743",新竹市,光電材料及元件製造業,300台灣新竹市東區力行一路3號元太科技新竹廠A棟,24.770449,121.0186284
111,O1706209,聯華電子股份有限公司Fab8A廠,47217677,"88,493.0853","115,534.2256","204,027.311",新竹市,半導體製造業,300台灣新竹縣寶山鄉研新一路16號,24.7749701,120.9938198
111,O1706307,旺宏電子股份有限公司晶圓二廠,22099548,"56,831.2214","89,166.924","145,998.145",新竹市,半導體製造業,300台灣新竹市東區力行路19號,24.7654899,121.0240148
111,O1706692,聯華電子股份有限公司Fab8E廠,47217677,"38,994.0604","75,252.672","114,246.732",新竹市,半導體製造業,300台灣新竹縣寶山鄉研新一路16號,24.7749701,120.9938198
111,O1706923,昇陽國際半導體(股)公司,84149884,"5,214.9094","19,860.1162","25,075.026",新竹市,半導體製造業,300台灣新竹市東區力行路6號,24.7745936,121.0248789
111,O1707162,矽格聯測股份有限公司,84149456,375.4753,"35,883.2322","36,258.708",新竹市,半導體製造業,300台灣新竹市東區力行三路2號,24.7751313,121.022032
111,O1707395,友達光電股份有限公司L5廠,84149738,941.9019,"36,748.404","37,690.306",新竹市,光電材料及元件製造業,300台灣新竹市東區力行路23號,24.7606283,121.0208895
111,O1708632,聯華電子股份有限公司Fab8F廠,47217677,"37,037.6547","85,581.6312","122,619.286",新竹市,半導體製造業,300台灣新竹市東區力行二路3號,24.7708157,121.0192901
111,O1709148,聯華電子股份有限公司Fab8D廠,47217677,"96,458.0682","159,074.0168","255,532.085",新竹市,半導體製造業,300台灣新竹市東區力行二路3號,24.7708157,121.0192901
111,O1709193,友達光電股份有限公司L3B廠,84149738,"1,501.4665","14,975.9171","16,477.384",新竹市,光電材料及元件製造業,300台灣新竹市東區力行路23號,24.7606283,121.0208895
111,O1709308,台灣積體電路製造股份有限公司十二廠,22099131,"69,215.2931","269,729.856","338,945.149",新竹市,半導體製造業,308台灣新竹縣寶山鄉園區二路168號,24.7702397,121.0123147
111,O1713197,台亞半導體股份有限公司力行廠,47255947,"1,342.741","26,244.504","27,587.245",新竹市,半導體製造業,300台灣新竹市東區力行五路1號,24.7630317,121.0212586
111,O1713311,台灣積體電路製造股份有限公司八廠,22099131,"94,718.1775","181,040.6144","275,758.792",新竹市,半導體製造業,300台灣新竹市東區力行路25號,24.7624399,121.01981
111,O1743793,聯亞科技股份有限公司二廠,22099456,3.961,"27,871.272","27,875.233",新竹市,化學原材料製造業,300台灣新竹市東區力行一路10號,24.7728068,121.0167014
111,O1745831,敦南科技股份有限公司新竹分公司廠,12800750,"37,152.4934","23,122.4401","60,274.934",新竹市,半導體製造業,300台灣新竹市東區竹村三路24號,24.7778901,121.0089957
111,O1746614,聯亞科技股份有限公司三廠,22099456,104.2347,"215,064.432","215,168.667",新竹市,化學原材料製造業,300台灣新竹市東區力行四路3號,24.7622416,121.0228056
