年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類,地址,緯度,經度
112,H4304929,金像電子股份有限公司中壢廠,30955404,"17,955.6695","65,303.5253","83,259.195",桃園市,印刷電路板製造業,320台灣桃園市中壢區西園路113號,24.9848553,121.2365018
112,H4306058,台灣華可貴股份有限公司中壢第二工廠,44883108,"4,979.7224","18,902.5242","23,882.247",桃園市,未分類其他製造業,320台灣桃園市中壢區吉林北路12號,24.9918952,121.2506906
112,H4312305,名佳利金屬工業股份有限公司中壢二廠,45018531,"3,952.0271","18,403.0617","22,355.089",桃園市,銅製造業,320台灣桃園市中壢區北園路11號,24.9754141,121.2419056
112,H4313348,精材科技股份有限公司中壢廠,16741846,"7,281.772","9,988.2052","17,269.977",桃園市,其他電子零組件製造業,320台灣桃園市中壢區吉林路23號9樓,24.9795194,121.2450777
112,H43A0700,日月光半導體製造股份有限公司中壢分公司封測五廠,76027628,308.5874,"65,962.458","66,271.045",桃園市,半導體製造業,320台灣桃園市中壢區中華路一段550號,24.9708138,121.2522347
112,H43A2093,日月光半導體製造股份有限公司中壢分公司封測四廠,76027628,"2,173.1562","13,736.5529","15,909.709",桃園市,半導體製造業,320台灣桃園市中壢區中華路一段550號,24.9708138,121.2522347
112,H43A2855,精材科技股份有限公司中壢二廠,16741846,"21,904.1341","13,892.0331","35,796.167",桃園市,其他電子零組件製造業,320台灣桃園市中壢區中園路188號,24.9824025,121.2375025
112,H43B3840,日月光半導體製造股份有限公司中壢分公司封測六廠,76027628,348.8764,"36,936.141","37,285.017",桃園市,半導體製造業,320台灣桃園市中壢區中華路一段550號,24.9708138,121.2522347
112,H43C0794,精材科技股份有限公司中壢三廠,16741846,839.3463,"64,587.3384","65,426.685",桃園市,其他電子零組件製造業,320台灣桃園市中壢區中園路188號,24.9824025,121.2375025
112,H43C1277,日月光半導體製造股份有限公司中壢分公司封測七廠,76027628,232.186,"63,242.4454","63,474.631",桃園市,半導體製造業,320台灣桃園市中壢區中華路一段550號,24.9708138,121.2522347
112,H43C1811,日月光半導體製造股份有限公司中壢分公司封測八廠,76027628,206.067,"57,644.5842","57,850.651",桃園市,半導體製造業,320台灣桃園市中壢區中華路一段550號,24.9708138,121.2522347
112,H4406937,新科光電材料股份有限公司桃園廠,27366467,"9,894.3138","50,736.5664","60,630.88",桃園市,塑膠製品製造業,335台灣桃園市大溪區新光東路76巷80號,24.9213613,121.2870671
112,H4500458,力鵬企業股份有限公司楊梅廠,33955322,"57,705.1776","20,506.0665","78,211.244",桃園市,染整業,326台灣桃園市楊梅區新榮路339號,24.9554337,121.1570856
112,H4500743,中興紡織廠股份有限公司楊梅化纖廠,35082604,"13,514.3376","52,024.128","65,538.466",桃園市,塑膠及合成橡膠原料製造業,326台灣桃園市楊梅區中山南路567號,24.9022389,121.131159
112,H4500850,白馬窯業股份有限公司楊梅廠,34258318,"20,788.4838","9,011.7456","29,800.229",桃園市,耐火、黏土建材及其他陶瓷製品製造業,326台灣桃園市楊梅區電研路5號,24.9494344,121.1650053
112,H4501008,萬洲化學股份有限公司楊梅一廠,3244705,"26,950.4942","12,803.8273","39,754.322",桃園市,塑膠及合成橡膠原料製造業,32663台灣桃园市杨梅區民富路二段199巷15號,24.924412,121.1105844
112,H4501339,統一企業股份有限公司楊梅廠,73251209,"12,432.9636","14,181.752","26,614.716",桃園市,乳品製造業,326台灣桃園市楊梅區民富路一段301號,24.9200866,121.1285162
112,H4502201,建榮工業材料股份有限公司楊梅廠,86691377,"8,926.8314","17,292.3712","26,219.203",桃園市,織布業,326台灣桃園市楊梅區民豐路277號,24.9315351,121.1174316
112,H4503575,合晶科技股份有限公司楊梅廠,16138282,"1,521.495","19,385.1528","20,906.648",桃園市,其他電子零組件製造業,326台灣桃園市楊梅區蘋果路1號,24.9021905,121.1831785
112,H4504705,紘楷股份有限公司,70738116,"19,398.002","3,917.914","23,315.916",桃園市,染整業,326台灣桃园市杨梅區楊新路三段4巷19號,24.930083,121.128685
112,H45A1887,永豐餘消費品實業股份有限公司楊梅廠,22327037,"27,064.8035","18,918.6192","45,983.423",桃園市,其他紙製品製造業,326台灣桃園市楊梅區梅高路二段668巷70號,24.9482628,121.1507052
112,H45C0110,欣興電子股份有限公司楊梅廠,23535435,"3,569.3615","68,945.8016","72,515.163",桃園市,印刷電路板製造業,326台灣桃園市楊梅區梅獅路一段426巷68號,24.9158656,121.1716773
112,H45C2819,景碩科技股份有限公司幼獅廠,70785139,"1,252.858","26,031.824","27,284.682",桃園市,印刷電路板製造業,326台灣桃園市楊梅區高獅路580號,24.9251134,121.1605358
112,H4600551,大統新創股份有限公司染整廠,22267777,"9,785.0294","4,008.7112","13,793.741",桃園市,染整業,338台灣桃園市蘆竹區榮安路9號,25.0610915,121.2832991
112,H4600579,大同染整股份有限公司桃園廠,7014916,"27,561.0516","6,690.736","34,251.788",桃園市,染整業,338台灣桃園市蘆竹區新南路一段338-1號,25.0412055,121.2960452
112,H4601129,華通電腦股份有限公司一廠,4401392,"1,901.9166","41,405.1614","43,307.078",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區大新路814巷91號,25.0253581,121.2422448
112,H4601227,義芳化學工業股份有限公司桃園廠,15395706,"361,544.7815","43,349.5586","404,894.34",桃園市,化學原材料製造業,338台灣桃園市蘆竹區海湖里海湖東路375號,25.1065564,121.2713767
112,H4601272,華通電腦股份有限公司三廠,4401392,660.208,"57,888.5038","58,548.712",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區大新路814巷91號,25.0253581,121.2422448
112,H4601290,台硝股份有限公司桃園廠,38033305,"47,325.8953","16,658.1147","63,984.01",桃園市,未分類其他化學製品製造業,338台灣桃園市蘆竹區大坑街25號,25.1078696,121.2754835
112,H4601398,南亞塑膠工業股份有限公司錦興廠,75370905,"743,622.3887","20,388.2297","764,010.618",桃園市,光電材料及元件製造業,33859台灣桃园市芦竹区南崁路一段336號A棟宿舍一樓,25.0565392,121.283691
112,H4602199,義美食品股份有限公司南崁廠,11768704,"21,637.5188","32,223.1403","53,860.659",桃園市,其他食品製造業,338台灣桃園市蘆竹區南工路一段11號,25.0603117,121.2789335
112,H4602313,環泰企業股份有限公司南崁廠,12529007,"28,149.0224","4,620.5944","32,769.617",桃園市,其他食品製造業,338台灣桃園市蘆竹區南青路1156巷75號,25.0557351,121.2718702
112,H4603972,三義化學工業(股)公司桃園海湖廠,23827741,"7,409.271","73,274.509","80,683.78",桃園市,化學原材料製造業,338台灣桃園市蘆竹區海山中街85號,25.1095077,121.2647043
112,H4604488,環球水泥股份有限公司海湖石膏板廠,7568009,"29,385.1402","5,460.0832","34,845.223",桃園市,其他非金屬礦物製品製造業,338台灣桃園市蘆竹區海山中街18號,25.1069651,121.2611543
112,H4604568,長生電力股份有限公司,96933037,"1,887,559.6621","1,912.768","1,889,472.43",桃園市,電力供應業,338台灣桃園市蘆竹區濱海路一段199號,25.116249,121.257084
112,H4605074,南亞電路板股份有限公司錦興廠,16096804,"1,611.5079","378,822.8388","380,434.347",桃園市,印刷電路板製造業,33859台灣桃园市芦竹区南崁路一段336號A棟宿舍一樓,25.0565392,121.283691
112,H4605609,東明纖維工業股份有限公司蘆竹廠,7205416,"15,213.1766","3,136.5048","18,349.681",桃園市,染整業,338台灣桃園市蘆竹區長興路三段219巷13號,25.0703474,121.2789133
112,H4605636,敬鵬工業股份有限公司第二廠,43816068,"1,138.9708","23,064.1684","24,203.139",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區南山路二段5巷17號,25.060893,121.2864371
112,H4606848,台耀化學股份有限公司蘆竹廠,96922622,"8,307.0895","27,042.3504","35,349.44",桃園市,未分類其他化學製品製造業,338002台灣桃園市蘆竹區和平街36號,25.0924844,121.2771791
112,H46A1149,欣興電子股份有限公司蘆竹二廠,23535435,914.3212,"30,521.296","31,435.617",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區南山路二段470巷21號,25.0735862,121.2874817
112,H46B0495,世界先進積體電路股份有限公司晶圓三廠,84149358,"58,293.4183","200,679.6831","258,973.101",桃園市,半導體製造業,338台灣桃園市蘆竹區南崁路一段338號,25.0553661,121.2826331
112,H46B0524,敬鵬工業股份有限公司第二之二廠,43816068,"1,972.4247","32,238.8352","34,211.26",桃園市,印刷電路板製造業,338台灣桃園市蘆竹區南山路二段5巷17號,25.060893,121.2864371
112,H4700645,正隆股份有限公司大園廠,33085508,"216,329.4901","127,433.0816","343,762.572",桃園市,紙漿、紙及紙板製造業,337台灣桃園市大園區大工路116號,25.0700511,121.1789244
112,H4701017,國聯矽業化學股份有限公司,36550632,"19,150.8765","12,982.6173","32,133.494",桃園市,化學原材料製造業,337台灣桃園市大園區民權路12號,25.0758896,121.1836368
112,H4701071,科德寶遠東股份有限公司,22663158,"3,473.7285","30,592.8252","34,066.554",桃園市,不織布業,33751台灣桃園市大園區38號,25.0465113,121.1907958
112,H4702336,大園汽電共生股份有限公司,84526079,"564,803.6247","1,825.824","566,629.449",桃園市,電力供應業,337台灣桃園市大園區潮音北路276號,25.0793269,121.1759049
112,H4703600,華通電腦股份有限公司大園廠,4401392,326.8428,"43,280.328","43,607.171",桃園市,印刷電路板製造業,337台灣桃園市大園區中山北路275號,25.0762116,121.1857056
112,H47A0889,連大興有限公司,80445899,"18,379.7065","13,063.0195","31,442.726",桃園市,染整業,337台灣桃園市大園區中山北路246號,25.0707123,121.1923748
112,H47A6144,集盛實業股份有限公司大園廠,43295237,759.6936,"19,519.9987","20,279.692",桃園市,紡紗業,337台灣桃園市大園區大工路17號,25.0685527,121.1787306
112,H47A8358,欣興電子股份有限公司大園廠,23535435,"1,022.1711","28,129.8756","29,152.047",桃園市,印刷電路板製造業,320台灣桃園市大園區民權路5號,25.0778893,121.1846779
112,H4801478,南亞塑膠工業股份有限公司工三廠,75370905,"118,898.4925","236,198.2593","355,096.752",桃園市,人造纖維製造業,333台灣桃園市龜山區文明路6號,25.0620289,121.3734827
112,H4801709,宏洲纖維工業股份有限公司桃園工廠,7220710,"9,046.8522","17,539.8988","26,586.751",桃園市,人造纖維製造業,333台灣桃園市龜山區宏洲街29號,25.010259,121.344375
112,H4802662,新瑞倡企業股份有限公司桃園廠,7620770,"3,378.1739","3,305.7616","6,683.936",桃園市,染整業,333台灣桃園市龜山區東舊路街100號,25.0149178,121.3665302
112,H4803507,台灣中油股份有限公司煉製事業部桃園煉油廠,3707901,"1,415,346.456","174,968.6853","1,590,315.141",桃園市,石油及煤製品製造業,333台灣桃園市龜山區民生北路一段50號,25.033276,121.3059734
112,H4806222,欣興電子股份有限公司山鶯一廠,23535435,"1,796.1452","44,549.5535","46,345.699",桃園市,印刷電路板製造業,333台灣桃園市龜山區山鶯路179號,24.9816539,121.3305982
112,H4806348,穩懋半導體股份有限公司華亞廠,70752257,"9,649.098","18,304.4272","27,953.525",桃園市,半導體製造業,333台灣桃園市龜山區科技七路69號,25.0433928,121.3754587
112,H4809607,中環股份有限公司林口三廠,12205020,24.2649,"54,670.1562","54,694.421",桃園市,資料儲存媒體製造業,333台灣桃園市龜山區文化二路215號,25.048472,121.3763636
112,H4810799,國光電力股份有限公司,70833553,"1,063,651.5976","1,582.776","1,065,234.374",桃園市,電力供應業,333台灣桃園市龜山區南上里北油1區11號,25.0404917,121.3440136
112,H4810851,華亞汽電股份有限公司華亞汽電廠,70783006,"1,748,171.2774","17,376.1536","1,765,547.431",桃園市,電力供應業,333台灣桃園市龜山區華亞一路98號,25.0344928,121.373079
112,H4814797,香榮實業股份有限公司,13035951,"16,715.0754","2,715.024","19,430.099",桃園市,染整業,333台灣桃園市龜山區山鶯路國光巷1號,24.9826639,121.3285783
112,H4886999,穩懋半導體股份有限公司華亞二廠,70752257,"19,855.7635","46,265.8032","66,121.567",桃園市,半導體製造業,333台灣桃園市龜山區科技七路69號,25.0433928,121.3754587
112,H4887978,欣興電子股份有限公司精密載板事業部三廠,23535435,"2,060.3143","66,629.2329","68,689.547",桃園市,印刷電路板製造業,333台灣桃園市龜山區山鶯路179號,24.9816539,121.3305982
112,H4888493,友達光電股份有限公司桃園分公司華亞廠,84149738,"7,307.5378","230,683.7063","237,991.244",桃園市,光電材料及元件製造業,333台灣桃園市龜山區華亞二路189號,25.0469273,121.3731365
112,H4888582,台灣美光晶圓科技股份有限公司二廠,80353271,"42,310.6025","405,055.9935","447,366.596",桃園市,半導體製造業,"No. 2號, 里華亞五路, 龜山區桃園市台灣 333",25.0358706,121.3748919
112,H4889310,欣興電子股份有限公司精密載板事業部一廠,23535435,"3,385.5253","36,333.5167","39,719.042",桃園市,印刷電路板製造業,330台灣桃園市桃園區興邦路38號,24.9822988,121.3243918
112,H4889454,台灣美光晶圓科技股份有限公司一廠,80353271,"61,468.9845","472,421.7819","533,890.766",桃園市,半導體製造業,333台灣桃園市龜山區復興三路667號,25.0384005,121.3738286
112,H4895112,廣達電腦股份有限公司總廠,22822281,942.993,"26,522.6624","27,465.655",桃園市,電腦及其週邊設備製造業,333台灣桃園市龜山區文化二路211號,25.0497257,121.3748722
112,H48A3353,晶碩光學股份有限公司,25021158,149.8216,"39,809.8263","39,959.648",桃園市,眼鏡製造業,333台灣桃園市龜山區興業街5號,24.988119,121.3277899
112,H48A7682,欣興電子股份有限公司精密載板事業部二廠,23535435,"2,369.3001","63,072.7749","65,442.075",桃園市,印刷電路板製造業,330台灣桃園市桃園區興邦路38號,24.9822988,121.3243918
112,H48B0554,穩懋半導體股份有限公司龜山廠,70752257,"6,756.0298","44,037.5312","50,793.561",桃園市,半導體製造業,333台灣桃園市龜山區山鶯路200-5號,24.9867749,121.3261721
112,H48B1750,亞東工業氣體股份有限公司華亞氣體廠,22522453,8.9488,"27,174.7395","27,183.688",桃園市,化學原材料製造業,328台灣桃園市觀音區玉林路二段22號,25.0557176,121.1011197
112,H48B6522,欣興電子股份有限公司山鶯二廠,23535435,784.7265,"31,618.964","32,403.691",桃園市,印刷電路板製造業,333台灣桃園市龜山區山鶯路179號,24.9816539,121.3305982
112,H4903093,中華凸版電子股份有限公司,16083358,"1,733.2961","17,287.8577","19,021.154",桃園市,半導體製造業,334台灣桃園市八德區和平路1127-3號,24.9643888,121.322514
112,H49A2429,凌巨科技股份有限公司八德廠,16432742,"141,543.8782","83,378.9926","224,922.871",桃園市,光電材料及元件製造業,334台灣桃園市八德區和平路1127號,24.9668906,121.3208406
112,H5001589,艾克爾國際科技股份有限公司龍潭廠,16631664,"9,097.2954","34,570.19","43,667.485",桃園市,半導體製造業,325台灣桃園市龍潭區中豐路高平段1號,24.8417332,121.2108995
112,H5002362,友達光電股份有限公司桃園分公司,84149738,"8,159.3288","172,134.1419","180,293.471",桃園市,光電材料及元件製造業,333台灣桃園市龜山區華亞二路189號,25.0469273,121.3731365
112,H5008211,友達光電股份有限公司龍科廠,84149738,"7,562.6774","232,631.4242","240,194.102",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍科街228號,24.8775881,121.1859654
112,H50A1985,合晶科技股份有限公司龍潭廠,16138282,"1,792.0713","41,027.0957","42,819.167",桃園市,半導體製造業,325台灣桃園市龍潭區龍園一路100號,24.8849954,121.1873237
112,H50A6430,台灣積體電路製造股份有限公司先進封測三廠,22099131,"12,629.9852","204,049.664","216,679.649",桃園市,半導體製造業,325台灣桃園市龍潭區龍園六路101號,24.8836369,121.1855573
112,H50A6777,美商蘋果電子股份有限公司台灣分公司,54393468,"2,830.6896","17,305.808","20,136.498",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍園十路55號,24.8874319,121.1857539
112,H50B3948,美商蘋果電子股份有限公司台灣分公司龍三廠,54393468,186.6927,"7,956.5616","8,143.254",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍園十路55號,24.8874319,121.1857539
112,H50B4708,采鈺科技股份有限公司龍潭廠,80601119,681.0656,"10,641.9456","11,323.011",桃園市,半導體製造業,325台灣桃園市龍潭區龍園一路89號,24.8869628,121.1881067
112,H5100952,新光合成纖維股份有限公司中壢廠,7435515,"92,771.259","150,351.4352","243,122.694",桃園市,紡紗業,324台灣桃園市平鎮區延平路三段223號,24.9378588,121.2023161
112,H51A5615,鉅輝鋼鐵股份有限公司,13079654,"16,575.9735","7,884.9929","24,460.966",桃園市,金屬結構及建築組件製造業,324台灣桃園市平鎮區洪圳路326號,24.9070754,121.2511941
112,H5200215,永豐餘工業用紙股份有限公司新屋廠,27719048,"592,228.0327","22,735.7508","614,963.784",桃園市,其他紙製品製造業,327台灣桃園市新屋區永福路281號,24.9810267,121.0400091
112,H5200617,聯成鋼鐵股份有限公司桃園廠,22822748,"28,884.6218","68,394.8928","97,279.515",桃園市,鋼鐵製造業,327台灣桃園市新屋區中華路996號,24.9887508,121.1034125
112,H5204133,景碩科技股份有限公司,70785139,563.187,"33,766.0856","34,329.273",桃園市,其他電子零組件製造業,327台灣桃園市新屋區中華路810號,24.9844391,121.106776
112,H5205514,景碩科技股份有限公司清華一廠,70785139,"4,661.4053","85,725.4008","90,386.806",桃園市,印刷電路板製造業,327台灣桃園市新屋區中華路810號,24.9844391,121.106776
112,H5300078,亞東石化股份有限公司,22318678,"23,271.6398","19,008","42,279.64",桃園市,化學原材料製造業,328台灣桃園市觀音區工業七路2號,25.0477421,121.1107732
112,H5300210,遠東新世紀股份有限公司觀音化學纖維廠,3522600,"85,397.1319","81,647.0371","167,044.169",桃園市,人造纖維製造業,328台灣桃園市觀音區經建六路3號,25.062973,121.116956
112,H5300363,銓盟企業股份有限公司,23313356,"21,060.9569","4,459.6344","25,520.591",桃園市,染整業,328台灣桃園市觀音區新富路1560號,24.9850764,121.1349377
112,H5300425,錦美紙業股份有限公司觀音廠,34175598,"22,675.4157","11,080.6176","33,756.033",桃園市,紙漿、紙及紙板製造業,328台灣觀音區榮工北路10號,25.0588495,121.1289161
112,H5300916,台灣玻璃工業股份有限公司桃園廠,11914002,"34,594.1413","47,791.536","82,385.677",桃園市,玻璃及其製品製造業,328台灣桃園市觀音區經建五路1號,25.0604724,121.1143722
112,H5301217,先豐通訊股份有限公司觀音廠,22554807,"15,562.4553","42,267.0352","57,829.491",桃園市,印刷電路板製造業,328台灣桃園市觀音區經建一路27號,25.0562897,121.121006
112,H5301262,和友紡織股份有限公司觀音廠,35192807,"17,275.4977","5,438.3472","22,713.845",桃園市,染整業,328台灣桃園市觀音區新富路161號,24.9670574,121.1480462
112,H5302063,日皓造紙工業股份有限公司觀音廠,24001900,"21,702.2182","20,393.5823","42,095.801",桃園市,紙漿、紙及紙板製造業,328台灣桃園市觀音區國建三路5號,25.0591006,121.1076492
112,H5302107,東欣實業股份有限公司,89356756,"20,159.2234","4,690.7662","24,849.99",桃園市,染整業,328台灣桃園市觀音區源遠街8號,25.0511687,121.1289331
112,H5302143,遠東先進纖維股份有限公司,89392269,"4,279.8189","17,249.6896","21,529.509",桃園市,人造纖維製造業,328台灣桃園市觀音區工業五路17號,25.0618091,121.1132249
112,H5303524,新光合成纖維股份有限公司觀音廠,7435515,"13,794.7484","30,255.7216","44,050.47",桃園市,紡紗業,328台灣桃園市觀音區國建三路9號,25.0623784,121.1118016
112,H5304165,集盛實業股份有限公司第三廠,43295237,"8,107.0149","41,530.104","49,637.119",桃園市,紡紗業,328台灣桃園市觀音區成功路一段506號,25.0568522,121.1300164
112,H5307693,集盛實業股份有限公司觀音廠,43295237,"14,726.8207","25,981.9537","40,708.774",桃園市,紡紗業,328台灣桃園市觀音區成功路一段506號,25.0568522,121.1300164
112,H5307960,台灣電力股份有限公司大潭發電廠,3795904,"11,606,905.6546","2,202.8872","11,609,108.542",桃園市,電力供應業,328台灣桃園市觀音區電廠路1號,25.0309103,121.051866
112,H5387833,三福氣體股份有限公司觀音二廠,11072509,503.2702,"87,441.064","87,944.334",桃園市,化學原材料製造業,328台灣桃園市觀音區工業一路16-1號,25.0672051,121.1269105
112,H53A0675,東和鋼鐵企業股份有限公司桃園廠,75280209,"78,056.0828","354,241.8262","432,297.909",桃園市,鋼鐵製造業,328台灣桃園市觀音區保障里8鄰草漯116號,25.0694825,121.1394918
112,H53A2562,華亞汽電股份有限公司觀音公用廠,70783006,"76,281.8745","2,578.68","78,860.555",桃園市,電力供應業,328台灣桃園市觀音區工業七路3號,25.04899,121.108374
112,H53A3580,亞東石化股份有限公司觀音二廠,22318678,"222,833.301","73,229.904","296,063.205",桃園市,化學原材料製造業,328台灣桃園市觀音區工業七路2號,25.0477421,121.1107732
112,H53A6138,東齊染整股份有限公司,54796568,"25,003.9495","5,650.372","30,654.322",桃園市,染整業,328台灣桃園市觀音區新華路二段225號,25.0058704,121.1303886
112,H53A7443,晉瑜企業股份有限公司觀音廠,89939090,"4,351.731","26,262.2256","30,613.957",桃園市,水泥及其製品製造業,32842台灣桃园市观音区白玉北路1609號,25.0527329,121.0901295
112,H53B2103,嘉聯益科技股份有限公司桃科廠,86980046,256.7052,"21,089.7371","21,346.442",桃園市,印刷電路板製造業,328台灣桃園市觀音區桃科十路8號,25.051143,121.0916457
112,H53B7163,三福氣體股份有限公司 觀音三廠,11072509,10.1584,"112,385.3952","112,395.554",桃園市,化學原材料製造業,328台灣桃園市觀音區工業二路2號,25.0625649,121.1295042
112,J5500366,正隆股份有限公司竹北廠,33085508,"80,905.9552","47,977.6752","128,883.63",新竹縣,其他紙製品製造業,302台灣新竹縣竹北市長青路二段300號,24.8599588,120.9632033
112,J5500491,台燿科技股份有限公司,4226091,"19,987.619","25,476.6391","45,464.258",新竹縣,印刷電路板製造業,302台灣新竹縣竹北市博愛街803號,24.8450539,121.0185873
112,J5501121,南茂科技股份有限公司(竹北廠),16130042,834.8057,"37,614.3456","38,449.151",新竹縣,半導體製造業,302台灣新竹縣竹北市新泰路37號,24.8403331,121.0089229
112,J5601064,新桃電力股份有限公司,16596337,"759,054.2257","7,002.944","766,057.17",新竹縣,電力供應業,306台灣新竹縣關西鎮台電新村66號,24.8153621,121.197594
112,J5700222,遠東新世紀股份有限公司化學纖維總廠,3522600,"267,507.4495","117,561.7248","385,069.174",新竹縣,人造纖維製造業,305台灣新竹縣新埔鎮文山路亞東段369號,24.8252143,121.0577843
112,J5700231,大享容器工業股份有限公司,46007218,"38,377.0871","9,748.0032","48,125.09",新竹縣,玻璃及其製品製造業,305台灣新竹縣新埔鎮文山路犂頭山段1118號,24.8344204,121.0271184
112,J5800941,財團法人工業技術研究院,2750963,170.0139,"6,086.4984","6,256.512",新竹縣,綜合研究發展服務業,30011台灣新竹市東區光復路二段321號,24.8003599,120.9879606
112,J5901238,遠東新世紀股份有限公司湖口紡織廠,3522600,109.9626,"17,308.4796","17,418.442",新竹縣,紡紗業,305台灣新竹縣新埔鎮文山路亞東段369號,24.8252143,121.0577843
112,J5901658,長春人造樹脂廠股份有限公司新竹廠,11384708,"159,010.3356","71,858.556","230,868.892",新竹縣,塑膠及合成橡膠原料製造業,303台灣新竹縣湖口鄉中華路8號,24.8672478,121.0068787
112,J5901747,三陽工業股份有限公司新竹廠,24004006,"11,424.5424","25,533.3004","36,957.843",新竹縣,機車及其零件製造業,303台灣新竹縣湖口鄉中華路3號,24.864318,121.0041043
112,J5901854,台灣普利司通股份有限公司新竹工廠,43031502,"9,994.9031","17,770.7244","27,765.628",新竹縣,橡膠製品製造業,303台灣新竹縣湖口鄉文化路1-1號,24.8620915,121.0090752
112,J5902468,台豐印刷電路工業股份有限公司新竹第一工廠,11833698,752.13,"29,849.0781","30,601.208",新竹縣,印刷電路板製造業,303台灣新竹縣湖口鄉光復路81號,24.8596137,121.0174787
112,J5905343,旭德科技股份有限公司,16638110,"2,666.4078","27,975.024","30,641.432",新竹縣,印刷電路板製造業,303台灣新竹縣湖口鄉光復北路65號,24.872936,121.025286
112,J5905432,艾克爾先進科技股份有限公司,16847968,790.2632,"10,780.506","11,570.769",新竹縣,半導體製造業,303台灣新竹縣湖口鄉光復北路39號,24.8742817,121.0307593
112,J5909010,欣銓科技股份有限公司新工一廠,70751779,550.01,"28,659.6634","29,209.673",新竹縣,半導體製造業,303台灣新竹縣湖口鄉工業三路3號,24.8668312,121.0167514
112,J5909547,力成科技股份有限公司湖口廠,16082267,"1,214.2236","42,983.8737","44,198.097",新竹縣,其他電子零組件製造業,303台灣新竹縣湖口鄉大同路10號,24.8693044,120.9983556
112,J5909814,艾克爾國際科技股份有限公司新竹廠,16631664,166.1097,"34,379.73","34,545.84",新竹縣,半導體製造業,303台灣新竹縣湖口鄉光復路11號,24.8724075,121.0382395
112,J59A0579,力成科技股份有限公司大同廠,16082267,"1,652.3309","72,624.5425","74,276.873",新竹縣,半導體製造業,303台灣新竹縣湖口鄉大同路10號,24.8693044,120.9983556
112,J59A1389,矽格股份有限公司湖口廠,23218022,251.6861,"40,075.0451","40,326.731",新竹縣,半導體製造業,303台灣新竹縣湖口鄉四維路1號,24.8643532,121.0237723
112,J59A1577,辛耘企業股份有限公司,30901647,886.3177,"9,504.3624","10,390.68",新竹縣,半導體製造業,303台灣新竹縣湖口鄉中華路16號,24.869372,121.008232
112,J59A4937,元晶太陽能科技股份有限公司新竹廠,28997300,"7,025.9439","36,363.4269","43,389.371",新竹縣,光電材料及元件製造業,303台灣新竹縣湖口鄉光復北路85號,24.8686209,121.0200547
112,J59A5024,晶兆成科技股份有限公司一廠,28438025,934.6102,"40,753.2043","41,687.815",新竹縣,半導體製造業,303台灣新竹縣湖口鄉文化路26號,24.8683301,121.0140518
112,J59A7436,力成科技股份有限公司3C廠,16082267,"2,248.7328","73,957.3032","76,206.036",新竹縣,半導體製造業,303台灣新竹縣湖口鄉大同路10號,24.8693044,120.9983556
112,J59B0259,南茂科技股份有限公司湖口一廠,16130042,"1,189.5006","26,513.2764","27,702.777",新竹縣,半導體製造業,302台灣新竹縣竹北市新泰路37號,24.8403331,121.0089229
112,J59B0675,頎邦科技股份有限公司光復廠,16130009,"7,714.7872","37,149.9856","44,864.773",新竹縣,半導體製造業,303台灣新竹縣湖口鄉光復路12號,24.8714333,121.0291387
112,J59B1009,力成科技股份有限公司文化一廠,16082267,"2,259.4975","42,108.0067","44,367.504",新竹縣,半導體製造業,303台灣新竹縣湖口鄉文化路4號,24.8623811,121.0096045
112,J59B1316,力成科技股份有限公司新興廠,16082267,"1,932.232","24,933.168","26,865.4",新竹縣,半導體製造業,303台灣新竹縣湖口鄉新興路458-28號,24.875332,121.0055403
112,J59B2542,晶兆成科技股份有限公司二廠,28438025,348.9635,"30,050.2314","30,399.195",新竹縣,半導體製造業,303台灣新竹縣湖口鄉文化路20號,24.8658256,121.0120333
112,J59B2582,欣興電子股份有限公司仁義一廠,23535435,"1,017.0352","29,016.9672","30,034.002",新竹縣,印刷電路板製造業,303台灣新竹縣湖口鄉仁義路10-1號,24.8689263,121.0098697
112,J6100762,南港輪胎股份有限公司新豐廠,11520909,"12,672.295","26,301.1528","38,973.448",新竹縣,橡膠製品製造業,304台灣新竹縣新豐鄉新興路399號,24.8779679,121.0050126
112,J61A1452,欣興電子股份有限公司新豐一廠,23535435,"8,312.9625","113,330.6377","121,643.6",新竹縣,印刷電路板製造業,304台灣新竹縣新豐鄉中崙村290號,24.8852589,121.0103596
112,J61A3270,景碩科技股份有限公司新豐一廠,70785139,"5,441.041","53,812.1709","59,253.212",新竹縣,印刷電路板製造業,304台灣新竹縣新豐鄉建興路二段526號,24.8928386,120.9877991
112,J61A3280,景碩科技股份有限公司新豐二廠,70785139,256.7606,"25,204.1171","25,460.878",新竹縣,印刷電路板製造業,304台灣新竹縣新豐鄉建興路二段526號,24.8928386,120.9877991
112,J6203071,台星科股份有限公司,70552666,"3,274.8834","28,685.9872","31,960.871",新竹縣,其他電子零組件製造業,307台灣新竹縣芎林鄉鹿寮坑176之5號,24.7439205,121.1362063
